timestamp;x (in radians/s);y (in radians/s);z (in radians/s)
1603186435.754778;-0.074430;-0.072194;-0.144570
1603186435.764757;-0.059157;-0.060457;-0.105529
1603186435.774767;-0.001473;-0.046676;-0.032713
1603186435.784776;0.093369;-0.022075;0.045450
1603186435.794756;0.193017;-0.004665;0.095592
1603186435.804765;0.266646;-0.006699;0.091962
1603186435.814745;0.291086;0.001280;0.035315
1603186435.824754;0.269566;0.029555;-0.055043
1603186435.834764;0.211547;0.055045;-0.147264
1603186435.844743;0.142386;0.052183;-0.208046
1603186435.854753;0.090429;0.046957;-0.207447
1603186435.864713;0.061232;0.026104;-0.142178
1603186435.874723;0.053118;-0.022066;-0.054819
1603186435.884733;0.060173;-0.109600;0.018517
1603186435.894712;0.097747;-0.184073;0.069867
1603186435.904722;0.167725;-0.159881;0.104287
1603186435.914701;0.261422;-0.157925;0.137874
1603186435.924711;0.367435;-0.120512;0.170289
1603186435.934690;0.460345;-0.029113;0.186906
1603186435.944700;0.491910;0.038272;0.166853
1603186435.954710;0.410646;0.008432;0.098802
1603186435.964689;0.228947;-0.058060;-0.015730
1603186435.974699;0.011881;-0.106344;-0.146726
1603186435.984678;-0.222227;-0.125127;-0.263414
1603186435.994688;-0.428997;-0.134121;-0.346846
1603186436.004698;-0.551825;-0.103151;-0.369134
1603186436.014677;-0.578113;-0.050581;-0.339226
1603186436.024687;-0.521038;0.028970;-0.270979
1603186436.034666;-0.418860;0.106806;-0.196203
1603186436.044676;-0.317703;0.123004;-0.139769
1603186436.054685;-0.231339;0.139335;-0.117762
1603186436.064665;-0.168424;0.120844;-0.124267
1603186436.074674;-0.130662;0.073603;-0.159692
1603186436.084654;-0.117886;0.028994;-0.205011
1603186436.094663;-0.125359;-0.015792;-0.230353
1603186436.104673;-0.151698;-0.042577;-0.245052
1603186436.114652;-0.211428;-0.014242;-0.243288
1603186436.124662;-0.298509;0.034182;-0.213091
1603186436.134641;-0.375109;0.083983;-0.145069
1603186436.144651;-0.398031;0.136162;-0.053240
1603186436.154661;-0.356775;0.162314;0.031956
1603186436.164640;-0.268238;0.159121;0.079064
1603186436.174650;-0.169256;0.135943;0.070921
1603186436.184629;-0.104075;0.093584;0.009718
1603186436.194639;-0.102441;0.024095;-0.082212
1603186436.204649;-0.160826;-0.024994;-0.181357
1603186436.214628;-0.256486;-0.029239;-0.253798
1603186436.224638;-0.350047;0.005246;-0.288850
1603186436.234617;-0.404825;0.073990;-0.282231
1603186436.244627;-0.405850;0.132030;-0.242317
1603186436.254636;-0.354405;0.165763;-0.178076
1603186436.264616;-0.258737;0.170144;-0.095068
1603186436.274626;-0.141600;0.151418;-0.006021
1603186436.284605;-0.021714;0.141909;0.071984
1603186436.294615;0.069009;0.134631;0.121434
1603186436.304624;0.112770;0.118234;0.128259
1603186436.314604;0.105210;0.105050;0.096021
1603186436.324613;0.051027;0.086197;0.045475
1603186436.334593;-0.029616;0.049601;-0.001667
1603186436.344602;-0.110582;0.011971;-0.029459
1603186436.354612;-0.171407;-0.005089;-0.026848
1603186436.364591;-0.193881;0.004478;0.000187
1603186436.374601;-0.171564;0.018450;0.042717
1603186436.384580;-0.119831;0.029771;0.087192
1603186436.394590;-0.041137;0.042608;0.119398
1603186436.404600;0.033337;0.054200;0.125369
1603186436.414579;0.080369;0.063870;0.099173
1603186436.424589;0.085315;0.053399;0.051071
1603186436.434568;0.053555;0.023969;0.003968
1603186436.444578;0.001657;-0.004252;-0.024087
1603186436.454588;-0.043555;-0.033074;-0.020281
1603186436.464567;-0.065193;-0.059371;0.007100
1603186436.474577;-0.049293;-0.079254;0.046590
1603186436.484556;-0.008435;-0.095245;0.085499
1603186436.494566;0.048728;-0.102980;0.119024
1603186436.504575;0.114496;-0.103558;0.148764
1603186436.514555;0.180132;-0.099540;0.165129
1603186436.524564;0.233299;-0.085511;0.174693
1603186436.534544;0.260868;-0.078460;0.175661
1603186436.544553;0.253420;-0.085283;0.171597
1603186436.554563;0.214308;-0.105282;0.165959
1603186436.564543;0.168578;-0.113410;0.159470
1603186436.574552;0.127638;-0.107094;0.149556
1603186436.584532;0.094024;-0.091783;0.136751
1603186436.594541;0.095791;-0.045579;0.140556
1603186436.604551;0.124378;0.002060;0.169260
1603186436.614530;0.168290;-0.002790;0.199395
1603186436.624540;0.210289;-0.002536;0.224124
1603186436.634519;0.221073;-0.001562;0.232807
1603186436.644529;0.178577;-0.018047;0.223063
1603186436.654539;0.089941;-0.054153;0.203789
1603186436.664518;-0.000412;-0.080285;0.197424
1603186436.674528;-0.069711;-0.033964;0.208711
1603186436.684507;-0.101995;-0.008143;0.226295
1603186436.694517;-0.104872;0.022177;0.234701
1603186436.704496;-0.090122;0.060963;0.247388
1603186436.714506;-0.063671;0.083602;0.266446
1603186436.724516;-0.045166;0.108335;0.270337
1603186436.734495;-0.028201;0.112881;0.250399
1603186436.744505;-0.000853;0.132323;0.213615
1603186436.754484;0.017597;0.160512;0.171704
1603186436.764494;0.011080;0.183677;0.133755
1603186436.774503;-0.026945;0.184590;0.106762
1603186436.784483;-0.079973;0.199294;0.100199
1603186436.794492;-0.126086;0.220783;0.118466
1603186436.804472;-0.141721;0.228738;0.153788
1603186436.814481;-0.128450;0.213766;0.198293
1603186436.824491;-0.087099;0.170240;0.238980
1603186436.834470;-0.035546;0.105079;0.268828
1603186436.844480;0.018754;0.045827;0.275335
1603186436.854459;0.055759;0.008242;0.261174
1603186436.864419;0.063055;-0.018055;0.227346
1603186436.874429;0.044401;-0.021876;0.186629
1603186436.884408;0.007195;0.002361;0.152471
1603186436.894418;-0.035541;0.024503;0.130479
1603186436.904397;-0.072017;0.046537;0.126245
1603186436.914407;-0.089498;0.059132;0.123718
1603186436.924417;-0.083285;0.065237;0.122153
1603186436.934396;-0.050911;0.065792;0.120133
1603186436.944406;-0.000013;0.067593;0.117722
1603186436.954385;0.056210;0.083237;0.120996
1603186436.964395;0.107974;0.112128;0.123658
1603186436.974405;0.131523;0.136408;0.118188
1603186436.984384;0.125783;0.156744;0.098481
1603186436.994394;0.093299;0.163255;0.064593
1603186437.004373;0.039991;0.147065;0.018205
1603186437.014383;-0.016240;0.116576;-0.028057
1603186437.024392;-0.061261;0.088054;-0.067794
1603186437.034372;-0.084042;0.078823;-0.086469
1603186437.044381;-0.086066;0.092779;-0.085047
1603186437.054361;-0.068863;0.107174;-0.062850
1603186437.064370;-0.042726;0.109697;-0.027816
1603186437.074380;-0.006278;0.100409;0.010354
1603186437.084359;0.034098;0.088465;0.043288
1603186437.094369;0.073297;0.090463;0.054657
1603186437.104348;0.105019;0.103275;0.038970
1603186437.114358;0.119747;0.104311;-0.005462
1603186437.124368;0.114716;0.083448;-0.059791
1603186437.134347;0.094957;0.035969;-0.110597
1603186437.144357;0.068214;-0.014261;-0.144789
1603186437.154336;0.049853;-0.048013;-0.149437
1603186437.164346;0.056283;-0.044913;-0.120475
1603186437.174356;0.091040;-0.005773;-0.074223
1603186437.184335;0.147629;0.042998;-0.031982
1603186437.194345;0.205381;0.065212;-0.015347
1603186437.204324;0.249068;0.043339;-0.026385
1603186437.214334;0.265747;0.005547;-0.053671
1603186437.224344;0.258546;-0.021651;-0.087823
1603186437.234323;0.228943;-0.021044;-0.127830
1603186437.244333;0.178947;-0.000052;-0.166254
1603186437.254312;0.131100;0.043026;-0.197892
1603186437.264322;0.106594;0.114395;-0.215314
1603186437.274331;0.102335;0.189039;-0.217718
1603186437.284311;0.105424;0.222104;-0.211350
1603186437.294320;0.108955;0.210987;-0.220676
1603186437.304300;0.109403;0.185650;-0.240610
1603186437.314309;0.111666;0.150542;-0.270560
1603186437.324319;0.123228;0.118551;-0.310221
1603186437.334298;0.151980;0.092997;-0.335091
1603186437.344308;0.199791;0.058306;-0.327903
1603186437.354287;0.269996;0.001999;-0.275623
1603186437.364297;0.340924;-0.074435;-0.197096
1603186437.374307;0.378463;-0.145812;-0.125067
1603186437.384286;0.342283;-0.204691;-0.083657
1603186437.394296;0.208377;-0.267895;-0.094607
1603186437.404275;0.014140;-0.285573;-0.156686
1603186437.414285;-0.192333;-0.272832;-0.250026
1603186437.424295;-0.352737;-0.253762;-0.350331
1603186437.434274;-0.432680;-0.247265;-0.440710
1603186437.444284;-0.428298;-0.234032;-0.507245
1603186437.454263;-0.341636;-0.197476;-0.528066
1603186437.464273;-0.194336;-0.160827;-0.487930
1603186437.474283;-0.007527;-0.132725;-0.378951
1603186437.484262;0.191057;-0.109112;-0.223054
1603186437.494272;0.363203;-0.066046;-0.074305
1603186437.504251;0.461681;-0.068765;0.024983
1603186437.514261;0.464795;-0.124650;0.037104
1603186437.524240;0.367688;-0.149015;-0.037829
1603186437.534250;0.196348;-0.228737;-0.158998
1603186437.544259;0.022094;-0.234140;-0.271651
1603186437.554239;-0.145445;-0.206018;-0.348158
1603186437.564248;-0.277138;-0.160204;-0.372476
1603186437.574228;-0.342386;-0.084884;-0.345449
1603186437.584237;-0.334449;0.023083;-0.289770
1603186437.594247;-0.271564;0.110624;-0.224384
1603186437.604226;-0.180510;0.144784;-0.178308
1603186437.614236;-0.091148;0.125889;-0.165568
1603186437.624215;-0.021171;0.071411;-0.178897
1603186437.634225;0.021209;0.022294;-0.207845
1603186437.644235;0.026072;0.007084;-0.237649
1603186437.654214;0.002996;0.043817;-0.244234
1603186437.664224;-0.024083;0.092879;-0.209895
1603186437.674203;-0.032487;0.133163;-0.138800
1603186437.684213;-0.014932;0.165697;-0.055443
1603186437.694223;0.025113;0.162074;0.017329
1603186437.704202;0.071509;0.130810;0.069288
1603186437.714212;0.112998;0.088812;0.106181
1603186437.724191;0.143731;0.039566;0.133628
1603186437.734201;0.160351;0.004080;0.147751
1603186437.744211;0.154893;-0.013473;0.138865
1603186437.754190;0.116071;-0.031816;0.108896
1603186437.764200;0.042931;-0.053323;0.072166
1603186437.774179;-0.045546;-0.060131;0.050280
1603186437.784189;-0.132267;-0.061872;0.045304
1603186437.794198;-0.193890;-0.044893;0.057991
1603186437.804178;-0.212827;-0.013073;0.080675
1603186437.814187;-0.194561;0.004473;0.108825
1603186437.824167;-0.151282;0.016853;0.130118
1603186437.834176;-0.095613;0.032405;0.133471
1603186437.844186;-0.049498;0.036221;0.117119
1603186437.854165;-0.030648;0.018029;0.082842
1603186437.864137;-0.041668;-0.004243;0.044809
1603186437.874116;-0.075943;-0.014159;0.027447
1603186437.884126;-0.110146;0.002485;0.039099
1603186437.894136;-0.132593;0.042140;0.089430
1603186437.904115;-0.134334;0.080029;0.162094
1603186437.914125;-0.122888;0.100027;0.231817
1603186437.924104;-0.100317;0.093266;0.282898
1603186437.934114;-0.071513;0.062843;0.310255
1603186437.944124;-0.039444;0.045185;0.307336
1603186437.954103;-0.002404;0.042614;0.286275
1603186437.964113;0.025173;0.048682;0.253127
1603186437.974092;0.038660;0.047080;0.228912
1603186437.984102;0.041346;0.044654;0.222902
1603186437.994112;0.034863;0.048485;0.237659
1603186438.004092;0.036707;0.047898;0.269421
1603186438.014101;0.055788;0.072133;0.303598
1603186438.024081;0.088239;0.116259;0.321439
1603186438.034091;0.122100;0.140795;0.319584
1603186438.044100;0.149464;0.121684;0.313699
1603186438.054080;0.175122;0.131962;0.309134
1603186438.064088;0.194055;0.099375;0.322437
1603186438.074069;0.213069;0.088593;0.348004
1603186438.084077;0.222199;0.038590;0.365407
1603186438.094087;0.198861;0.007237;0.354110
1603186438.104066;0.120061;-0.035133;0.312169
1603186438.114076;-0.007415;-0.019847;0.254722
1603186438.124055;-0.148860;0.059660;0.207218
1603186438.134065;-0.266246;0.150095;0.196043
1603186438.144075;-0.328983;0.223518;0.221872
1603186438.154054;-0.322460;0.243925;0.275253
1603186438.164064;-0.251766;0.230695;0.338930
1603186438.174043;-0.135437;0.192445;0.401265
1603186438.184053;-0.017483;0.163404;0.446996
1603186438.194063;0.079161;0.143957;0.464273
1603186438.204042;0.121966;0.145192;0.440289
1603186438.214052;0.096741;0.134694;0.388681
1603186438.224031;0.010655;0.119626;0.343728
1603186438.234041;-0.103064;0.128028;0.333447
1603186438.244051;-0.199953;0.166009;0.365991
1603186438.254030;-0.255119;0.229045;0.425575
1603186438.264040;-0.256420;0.287551;0.489775
1603186438.274019;-0.204435;0.325081;0.534483
1603186438.284029;-0.115315;0.328464;0.554707
1603186438.294008;-0.014819;0.295121;0.549546
1603186438.304018;0.071126;0.247072;0.527400
1603186438.314028;0.118312;0.201173;0.488445
1603186438.324008;0.113701;0.174738;0.444651
1603186438.334017;0.068186;0.164658;0.406597
1603186438.343997;-0.007690;0.157799;0.376810
1603186438.354006;-0.080386;0.141250;0.362101
1603186438.364016;-0.130023;0.098254;0.356460
1603186438.373994;-0.153615;0.026987;0.361868
1603186438.384004;-0.154297;-0.036587;0.378048
1603186438.393983;-0.128847;-0.050165;0.402845
1603186438.403993;-0.091566;-0.022246;0.426899
1603186438.414003;-0.056489;0.032832;0.434217
1603186438.423982;-0.036875;0.069674;0.433097
1603186438.433992;-0.034487;0.082682;0.423608
1603186438.443971;-0.052338;0.071751;0.412573
1603186438.453981;-0.082469;0.060646;0.398954
1603186438.463991;-0.114194;0.075420;0.388448
1603186438.473970;-0.129320;0.113029;0.380369
1603186438.483980;-0.121618;0.151242;0.371645
1603186438.493959;-0.097516;0.161171;0.366479
1603186438.503969;-0.060734;0.150927;0.370183
1603186438.513978;-0.017262;0.129059;0.383806
1603186438.523958;0.023729;0.119946;0.407709
1603186438.533967;0.054796;0.121205;0.444850
1603186438.543947;0.075466;0.127607;0.483985
1603186438.553957;0.073495;0.132353;0.515918
1603186438.563967;0.047601;0.125960;0.527754
1603186438.573946;0.016120;0.095557;0.525386
1603186438.583956;-0.003766;0.060347;0.526406
1603186438.593935;0.014615;0.016185;0.535554
1603186438.603945;0.063937;0.012040;0.552221
1603186438.613955;0.128177;0.016177;0.567577
1603186438.623934;0.174692;0.009016;0.582247
1603186438.633944;0.190729;-0.012244;0.598374
1603186438.643923;0.176285;-0.033875;0.619436
1603186438.653933;0.148573;-0.049961;0.637427
1603186438.663943;0.118433;-0.053958;0.641018
1603186438.673921;0.095174;-0.052403;0.629012
1603186438.683931;0.083768;-0.054474;0.601371
1603186438.693910;0.086702;-0.045677;0.567988
1603186438.703920;0.101267;-0.016263;0.532956
1603186438.713930;0.125184;0.020416;0.509727
1603186438.723909;0.149448;0.047903;0.510213
1603186438.733919;0.172678;0.060029;0.531872
1603186438.743898;0.188413;0.058814;0.570372
1603186438.753908;0.191848;0.067404;0.608286
1603186438.763917;0.192452;0.081897;0.632987
1603186438.773897;0.175731;0.079041;0.632300
1603186438.783906;0.145015;0.052396;0.607859
1603186438.793886;0.109461;0.027578;0.562783
1603186438.803895;0.080491;0.032239;0.515251
1603186438.813905;0.060485;0.053693;0.484512
1603186438.823884;0.061048;0.074606;0.486002
1603186438.833894;0.078404;0.089778;0.524924
1603186438.843874;0.119824;0.106624;0.596105
1603186438.853884;0.183924;0.122761;0.670140
1603186438.863894;0.243671;0.132971;0.724188
1603186438.873855;0.285261;0.108959;0.749230
1603186438.883865;0.297152;0.061798;0.761489
1603186438.893844;0.263243;0.036301;0.777183
1603186438.903854;0.189350;0.018013;0.801131
1603186438.913864;0.075787;0.031166;0.806750
1603186438.923843;-0.060022;0.073184;0.788895
1603186438.933853;-0.190684;0.114048;0.745174
1603186438.943832;-0.295200;0.150591;0.686023
1603186438.953842;-0.368445;0.152830;0.628712
1603186438.963852;-0.402329;0.126969;0.589532
1603186438.973831;-0.407787;0.068307;0.564636
1603186438.983841;-0.384446;0.029538;0.554465
1603186438.993820;-0.334369;0.031670;0.569330
1603186439.003830;-0.260194;0.064411;0.624200
1603186439.013839;-0.174259;0.105521;0.719859
1603186439.023819;-0.087719;0.122584;0.834568
1603186439.033828;-0.013984;0.109895;0.952764
1603186439.043808;0.034544;0.076816;1.047388
1603186439.053817;0.062779;0.045624;1.100785
1603186439.063827;0.066788;0.013965;1.113405
1603186439.073806;0.044041;-0.025116;1.099486
1603186439.083816;0.008828;-0.053485;1.073864
1603186439.093795;-0.030373;-0.072774;1.061035
1603186439.103805;-0.058730;-0.073266;1.069901
1603186439.113784;-0.063457;-0.058841;1.105290
1603186439.123794;-0.048807;-0.034317;1.149777
1603186439.133804;-0.016121;0.007530;1.183787
1603186439.143783;0.018933;0.043420;1.195348
1603186439.153793;0.042927;0.061196;1.182201
1603186439.163772;0.049071;0.075090;1.151943
1603186439.173782;0.038068;0.093089;1.105324
1603186439.183792;0.012321;0.117077;1.051641
1603186439.193771;-0.025775;0.146427;1.001513
1603186439.203781;-0.066031;0.181112;0.959357
1603186439.213760;-0.101251;0.218667;0.936744
1603186439.223770;-0.131546;0.236059;0.935691
1603186439.233780;-0.144261;0.253177;0.960273
1603186439.243759;-0.133731;0.259449;1.012062
1603186439.253769;-0.104278;0.264109;1.076035
1603186439.263748;-0.066541;0.259336;1.133767
1603186439.273758;-0.034774;0.241410;1.178091
1603186439.283767;-0.013634;0.237654;1.200046
1603186439.293747;-0.000860;0.263756;1.207392
1603186439.303756;0.003133;0.306825;1.211659
1603186439.313736;-0.004736;0.336834;1.219850
1603186439.323745;-0.024869;0.342775;1.239994
1603186439.333755;-0.041888;0.348654;1.277212
1603186439.343734;-0.045805;0.361447;1.327366
1603186439.353744;-0.036564;0.369240;1.372690
1603186439.363723;-0.017601;0.374137;1.405924
1603186439.373733;0.005224;0.376892;1.428252
1603186439.383743;0.028294;0.372863;1.450243
1603186439.393722;0.048671;0.369656;1.474494
1603186439.403732;0.055676;0.383220;1.493953
1603186439.413711;0.044608;0.381952;1.505551
1603186439.423721;0.026170;0.378381;1.512388
1603186439.433731;0.007298;0.364426;1.519063
1603186439.443710;-0.011970;0.350472;1.526187
1603186439.453720;-0.023814;0.342387;1.527893
1603186439.463699;-0.025442;0.345918;1.522874
1603186439.473709;-0.020910;0.352653;1.507499
1603186439.483719;-0.010732;0.351849;1.485351
1603186439.493698;0.000012;0.344161;1.458249
1603186439.503708;0.003774;0.333282;1.425905
1603186439.513687;-0.008978;0.313674;1.389384
1603186439.523697;-0.036882;0.289767;1.355707
1603186439.533706;-0.070753;0.278194;1.333452
1603186439.543686;-0.099231;0.279549;1.313668
1603186439.553695;-0.113407;0.290239;1.292134
1603186439.563675;-0.112483;0.301304;1.266893
1603186439.573684;-0.105015;0.293343;1.239104
1603186439.583694;-0.094603;0.277149;1.208068
1603186439.593673;-0.084866;0.259200;1.180942
1603186439.603683;-0.074755;0.242368;1.156416
1603186439.613662;-0.072862;0.229832;1.128559
1603186439.623672;-0.081329;0.228333;1.098475
1603186439.633682;-0.107625;0.282246;1.064303
1603186439.643661;-0.148759;0.273812;1.032240
1603186439.653671;-0.191449;0.246384;0.995653
1603186439.663650;-0.223878;0.254174;0.950889
1603186439.673660;-0.227192;0.230546;0.905198
1603186439.683670;-0.190636;0.235981;0.870860
1603186439.693649;-0.125178;0.247549;0.852089
1603186439.703659;-0.053307;0.255039;0.848586
1603186439.713638;0.005823;0.266218;0.850855
1603186439.723648;0.050180;0.277285;0.859777
1603186439.733657;0.075770;0.292127;0.870932
1603186439.743637;0.085298;0.301625;0.879509
1603186439.753646;0.088255;0.309403;0.880302
1603186439.763626;0.084361;0.314388;0.863427
1603186439.773636;0.079973;0.307987;0.824408
1603186439.783645;0.065424;0.280832;0.763149
1603186439.793625;0.048672;0.257528;0.692666
1603186439.803634;0.029759;0.245848;0.627579
1603186439.813614;0.004776;0.240583;0.580989
1603186439.823623;-0.013132;0.245840;0.557623
1603186439.833633;-0.025592;0.264405;0.554665
1603186439.843612;-0.022179;0.291357;0.567895
1603186439.853622;-0.000133;0.325877;0.581337
1603186439.863601;0.033876;0.354043;0.587036
1603186439.873572;0.077590;0.355701;0.580745
1603186439.883551;0.126812;0.350343;0.568770
1603186439.893561;0.169110;0.340112;0.549414
1603186439.903571;0.189889;0.323008;0.522767
1603186439.913550;0.182844;0.307411;0.484416
1603186439.923560;0.154293;0.312291;0.446081
1603186439.933539;0.115526;0.318002;0.415648
1603186439.943549;0.084214;0.330418;0.401814
1603186439.953559;0.070586;0.338024;0.405220
1603186439.963538;0.078369;0.335941;0.418293
1603186439.973548;0.098670;0.317973;0.435406
1603186439.983527;0.125327;0.291597;0.455574
1603186439.993537;0.162751;0.293377;0.471386
1603186440.003546;0.195357;0.261038;0.490224
1603186440.013526;0.214214;0.245621;0.495994
1603186440.023535;0.192058;0.172240;0.477622
1603186440.033515;0.132193;0.052672;0.427965
1603186440.043524;0.050332;-0.024301;0.359939
1603186440.053534;-0.038820;-0.085126;0.282338
1603186440.063513;-0.105394;-0.137140;0.222531
1603186440.073523;-0.120297;-0.105089;0.189280
1603186440.083503;-0.074898;-0.031023;0.183773
1603186440.093512;0.007088;0.084279;0.194459
1603186440.103522;0.085598;0.237946;0.214420
1603186440.113501;0.116364;0.305061;0.245365
1603186440.123511;0.069391;0.260412;0.282830
1603186440.133490;-0.026055;0.167122;0.333216
1603186440.143500;-0.127369;0.074648;0.373789
1603186440.153510;-0.195918;0.032765;0.371127
1603186440.163489;-0.226088;0.030748;0.320945
1603186440.173499;-0.224723;0.046232;0.240944
1603186440.183478;-0.203173;0.051140;0.181524
1603186440.193488;-0.170535;0.027470;0.176833
1603186440.203498;-0.130752;-0.011955;0.214433
1603186440.213477;-0.089095;-0.045745;0.254957
1603186440.223487;-0.046111;-0.041175;0.274126
1603186440.233466;-0.012775;-0.033367;0.287146
1603186440.243476;0.022830;-0.003505;0.288347
1603186440.253485;0.064974;0.040533;0.282187
1603186440.263465;0.105750;0.074467;0.265747
1603186440.273474;0.137740;0.121854;0.236935
1603186440.283454;0.167827;0.183055;0.216556
1603186440.293463;0.195829;0.227262;0.224192
1603186440.303473;0.218428;0.222412;0.246161
1603186440.313452;0.224387;0.154096;0.260987
1603186440.323462;0.213058;0.043198;0.245582
1603186440.333441;0.203526;-0.046058;0.206441
1603186440.343451;0.199522;-0.090395;0.166607
1603186440.353461;0.200549;-0.120241;0.137364
1603186440.363440;0.191274;-0.140465;0.126531
1603186440.373450;0.174324;-0.144438;0.131922
1603186440.383429;0.152354;-0.132526;0.148284
1603186440.393439;0.131319;-0.101607;0.162637
1603186440.403449;0.112408;-0.070603;0.174880
1603186440.413428;0.093245;-0.060187;0.174983
1603186440.423438;0.076111;-0.059184;0.169381
1603186440.433417;0.061427;-0.064278;0.158443
1603186440.443427;0.050434;-0.066858;0.140704
1603186440.453437;0.031277;-0.067152;0.117593
1603186440.463416;0.012610;-0.058708;0.096441
1603186440.473426;-0.004354;-0.048284;0.087389
1603186440.483405;-0.014173;-0.046351;0.094684
1603186440.493415;-0.010466;-0.032698;0.123771
1603186440.503424;0.005168;-0.007381;0.155724
1603186440.513404;0.029145;0.020779;0.163070
1603186440.523413;0.041349;0.021765;0.144859
1603186440.533393;0.035223;-0.005700;0.113050
1603186440.543402;0.011342;-0.043236;0.083943
1603186440.553412;-0.028592;-0.072923;0.074491
1603186440.563391;-0.078925;-0.098504;0.075238
1603186440.573401;-0.140254;-0.114186;0.074532
1603186440.583380;-0.206271;-0.111889;0.069281
1603186440.593390;-0.265822;-0.099408;0.053731
1603186440.603400;-0.308949;-0.082846;0.039595
1603186440.613379;-0.318838;-0.058316;0.035934
1603186440.623389;-0.296005;-0.026707;0.042245
1603186440.633368;-0.233830;0.006752;0.060907
1603186440.643378;-0.142024;0.026902;0.086237
1603186440.653357;-0.049924;0.016987;0.115156
1603186440.663367;0.017174;-0.017472;0.132007
1603186440.673377;0.037907;-0.070188;0.129210
1603186440.683356;0.011059;-0.114045;0.105308
1603186440.693366;-0.053782;-0.141358;0.066505
1603186440.703345;-0.133392;-0.135059;0.021821
1603186440.713355;-0.189483;-0.094896;-0.014928
1603186440.723365;-0.200180;-0.031106;-0.016343
1603186440.733344;-0.167494;0.010539;0.018004
1603186440.743354;-0.104413;0.009737;0.067782
1603186440.753333;-0.034173;-0.017969;0.106607
1603186440.763343;0.030295;-0.041640;0.123956
1603186440.773352;0.068985;-0.062355;0.115950
1603186440.783332;0.075754;-0.072778;0.083589
1603186440.793341;0.049620;-0.052451;0.025315
1603186440.803321;0.000552;-0.011940;-0.041414
1603186440.813330;-0.052103;0.005806;-0.097104
1603186440.823340;-0.093742;0.008668;-0.112110
1603186440.833319;-0.097795;0.008297;-0.087287
1603186440.843329;-0.051467;0.027053;-0.037861
1603186440.853308;0.038624;0.063885;0.008419
1603186440.863318;0.154548;0.105362;0.040043
1603186440.873289;0.276370;0.113760;0.065140
1603186440.883268;0.386143;0.101407;0.100703
1603186440.893278;0.454379;0.078528;0.142645
1603186440.903257;0.459142;0.030087;0.170195
1603186440.913267;0.400174;-0.000837;0.146892
1603186440.923277;0.285773;0.003591;0.079740
1603186440.933256;0.146425;0.007642;-0.012166
1603186440.943266;-0.004156;0.022271;-0.105732
1603186440.953245;-0.149634;0.001556;-0.179008
1603186440.963255;-0.263034;-0.021154;-0.229395
1603186440.973265;-0.345025;0.023507;-0.282011
1603186440.983244;-0.402296;0.022692;-0.340621
1603186440.993254;-0.449723;-0.027454;-0.407136
1603186441.003233;-0.500170;-0.086301;-0.482257
1603186441.013243;-0.524697;-0.146070;-0.536458
1603186441.023252;-0.476698;-0.167404;-0.536628
1603186441.033232;-0.342710;-0.179767;-0.472899
1603186441.043241;-0.138015;-0.169433;-0.367258
1603186441.053221;0.094568;-0.136479;-0.246517
1603186441.063230;0.293293;-0.104195;-0.130305
1603186441.073240;0.395857;-0.082935;-0.047682
1603186441.083219;0.384742;-0.083470;-0.018912
1603186441.093229;0.262390;-0.096111;-0.048449
1603186441.103208;0.069779;-0.113739;-0.128393
1603186441.113218;-0.132707;-0.112679;-0.233952
1603186441.123228;-0.292946;-0.074650;-0.328265
1603186441.133207;-0.371214;-0.034200;-0.375234
1603186441.143217;-0.361029;0.023268;-0.359500
1603186441.153196;-0.276515;0.071661;-0.294982
1603186441.163206;-0.136978;0.110512;-0.207800
1603186441.173216;0.014578;0.133155;-0.129479
1603186441.183195;0.127445;0.138690;-0.092231
1603186441.193205;0.168216;0.079864;-0.098038
1603186441.203184;0.138165;-0.002965;-0.132554
1603186441.213194;0.063664;-0.082158;-0.170428
1603186441.223203;-0.019096;-0.131389;-0.187330
1603186441.233183;-0.078434;-0.147439;-0.177816
1603186441.243193;-0.097839;-0.128129;-0.144850
1603186441.253172;-0.077871;-0.068881;-0.095878
1603186441.263182;-0.021130;0.021073;-0.046109
1603186441.273191;0.055740;0.120116;0.002612
1603186441.283171;0.133020;0.175311;0.040763
1603186441.293180;0.177152;0.165697;0.061050
1603186441.303160;0.184380;0.101273;0.067162
1603186441.313169;0.160908;0.024967;0.067390
1603186441.323179;0.116987;-0.017178;0.062827
1603186441.333158;0.062814;-0.022308;0.049593
1603186441.343168;0.005915;-0.013510;0.031475
1603186441.353147;-0.041965;0.007124;0.011132
1603186441.363157;-0.071330;0.035832;0.003611
1603186441.373167;-0.085442;0.053497;0.008090
1603186441.383146;-0.078651;0.070780;0.024782
1603186441.393156;-0.054101;0.079597;0.038112
1603186441.403135;-0.018004;0.093561;0.041294
1603186441.413145;0.018257;0.086166;0.038989
1603186441.423155;0.046776;0.067094;0.039803
1603186441.433134;0.062609;0.050300;0.051225
1603186441.443144;0.068748;0.052456;0.079238
1603186441.453123;0.064704;0.072073;0.115026
1603186441.463133;0.053527;0.087001;0.142072
1603186441.473112;0.042965;0.099094;0.151922
1603186441.483122;0.041549;0.116044;0.147477
1603186441.493131;0.047352;0.122037;0.140709
1603186441.503111;0.057688;0.111690;0.137553
1603186441.513120;0.067148;0.079404;0.141404
1603186441.523100;0.071076;0.038084;0.146753
1603186441.533110;0.068463;0.014819;0.149073
1603186441.543119;0.059824;0.011375;0.150333
1603186441.553099;0.038488;0.024963;0.146302
